year,region,crop_type,rainfall_mm,temperature_celsius,fertilizer_kg_per_ha,pesticide_kg_per_ha,farm_size_ha,soil_type,elevation_m,irrigation,yield_kg_per_ha
2010,North Eastern,Beans,212.2,32.5,58.4,3.78,0.54,sandy,364,0,100.0
2014,Rift Valley,Beans,829.5,20.4,61.5,3.72,1.09,loam,2310,1,1200.7
2012,Coast,Coffee,895.7,26.3,38.4,1.58,0.37,loam,168,1,398.6
2014,Coast,Coffee,1494.8,30.1,25.4,3.04,0.55,loam,68,0,252.0
2021,Rift Valley,Coffee,1206.9,21.2,30.8,3.32,1.35,volcanic,1548,1,1470.5
2016,Coast,Tea,540.7,29.0,51.4,2.41,2.97,loam,137,0,944.6
2015,Eastern,Tea,849.4,33.3,52.1,2.23,1.96,sandy,1222,1,1024.6
2021,North Eastern,Sorghum,326.2,25.6,23.5,0.7,3.29,sandy,328,0,461.3
2012,Central,Tea,1436.6,13.9,50.4,2.48,2.01,volcanic,1807,1,12359.5
2014,Western,Tea,1998.3,21.0,20.2,2.31,1.4,clay,1263,0,5555.0
2004,Eastern,Maize,532.7,20.5,58.7,3.25,6.78,clay,950,0,1048.9
2022,Western,Beans,1516.3,20.6,16.8,2.08,0.74,clay,1470,1,662.0
2019,Central,Wheat,1053.0,20.3,35.1,2.5,2.86,loam,1579,1,3240.2
2009,Western,Tea,1753.2,21.8,33.6,2.75,3.03,loam,1739,0,7206.5
2017,Coast,Maize,941.3,30.1,39.0,3.25,1.08,sandy,64,0,391.8
2016,North Eastern,Tea,421.2,38.4,41.8,3.68,0.39,sandy,387,0,209.2
2010,Nyanza,Coffee,1835.3,24.9,83.1,1.35,2.49,clay,1749,0,599.4
2016,Eastern,Tea,521.0,26.2,52.8,2.09,1.57,sandy,1430,0,897.7
2012,Eastern,Maize,544.0,19.8,37.3,3.28,4.36,clay,1014,1,1191.5
2016,Coast,Tea,1270.8,28.6,39.6,5.02,6.07,sandy,391,1,737.5
2023,Eastern,Tea,546.2,27.5,50.9,1.94,2.32,sandy,1384,1,745.6
2014,Coast,Maize,808.0,31.0,25.3,0.4,0.3,loam,246,1,771.7
2006,Nyanza,Tea,1283.5,23.3,43.2,2.5,1.83,clay,1667,0,4767.0
2015,Rift Valley,Beans,864.6,17.4,12.4,1.4,1.32,volcanic,1633,1,1244.8
2011,Rift Valley,Coffee,903.9,17.4,51.6,3.19,3.97,volcanic,1797,1,1519.0
2016,Eastern,Sorghum,488.9,26.1,42.1,3.38,5.38,sandy,546,1,859.8
2016,Coast,Beans,1275.3,30.4,27.1,3.69,0.8,loam,551,0,317.5
2000,Central,Wheat,1232.1,20.2,66.9,3.48,1.88,loam,2376,1,3563.6
2022,Western,Wheat,1608.0,18.5,40.4,5.04,1.5,clay,1645,0,1244.0
2011,Eastern,Beans,633.5,25.8,27.7,5.29,1.39,clay,1174,0,433.0
2014,Western,Wheat,1731.2,20.2,14.4,2.39,0.72,clay,1483,1,1188.3
2010,Nyanza,Wheat,1683.6,21.9,2.5,5.57,0.67,clay,1652,1,1056.1
2022,Western,Wheat,1388.4,23.2,24.9,2.35,3.72,clay,1784,0,885.4
2008,Western,Beans,1453.7,24.3,19.0,1.03,1.3,clay,1330,0,410.9
2009,North Eastern,Wheat,255.6,33.9,28.6,5.14,3.81,clay,223,0,282.2
2021,Rift Valley,Maize,1106.2,20.9,23.2,2.04,1.7,volcanic,2092,1,2747.5
2006,Rift Valley,Maize,966.8,21.9,61.6,0.53,2.09,volcanic,2481,1,3505.3
2018,Coast,Beans,1109.6,28.5,27.9,3.36,0.42,loam,97,0,352.7
2014,North Eastern,Beans,319.4,29.8,61.5,2.82,1.56,clay,261,0,162.9
2018,Coast,Coffee,1042.3,24.5,46.5,2.28,0.97,loam,539,0,333.4
2006,Central,Beans,900.8,15.2,66.5,2.25,1.43,volcanic,2952,1,1312.0
2014,Coast,Maize,1176.1,28.0,50.8,1.29,4.02,loam,197,1,1210.0
2022,Western,Beans,1822.6,23.2,50.0,2.57,1.36,loam,1906,0,512.5
2013,Central,Sorghum,1317.6,14.4,39.9,2.03,2.15,loam,2221,1,346.3
2011,Rift Valley,Wheat,754.6,17.5,72.4,5.49,2.28,loam,1833,1,4905.2
2021,Eastern,Beans,525.7,27.6,30.4,2.9,1.56,clay,1150,0,329.4
2014,Central,Coffee,1264.0,14.2,31.2,2.67,4.45,volcanic,2487,1,964.4
2018,Nyanza,Sorghum,1290.4,19.7,80.7,3.2,0.96,clay,1433,0,688.1
2016,Nyanza,Maize,1607.1,23.5,53.2,2.4,0.59,clay,1203,0,1477.1
2004,Coast,Tea,572.5,26.1,44.6,1.41,14.36,loam,369,0,1368.3
2005,Coast,Beans,1188.9,26.4,57.9,1.55,1.61,sandy,559,0,249.9
2001,Nyanza,Sorghum,998.7,24.2,51.4,2.61,1.14,loam,1746,0,1236.5
2001,Nyanza,Maize,1985.6,23.2,63.7,3.26,2.94,loam,1469,0,1125.7
2019,Rift Valley,Sorghum,809.7,17.0,23.6,0.57,0.72,volcanic,2710,1,864.5
2015,Rift Valley,Wheat,1169.3,21.9,45.8,2.55,2.49,volcanic,2797,1,3581.1
2019,North Eastern,Beans,278.6,27.1,39.1,0.65,3.57,sandy,557,1,143.1
2008,Western,Sorghum,1721.5,18.9,61.7,1.79,1.26,clay,1573,1,256.0
2019,Coast,Wheat,1073.6,25.5,21.1,3.47,0.66,loam,533,0,752.9
2023,Nyanza,Wheat,1234.1,24.4,63.5,2.09,1.06,clay,1703,0,1203.5
2013,Western,Sorghum,1401.9,21.8,50.1,3.8,0.58,clay,1946,1,541.8
2016,Nyanza,Coffee,1092.2,23.1,42.1,0.88,1.19,clay,1686,1,738.1
2012,Central,Sorghum,1062.7,14.1,42.9,3.38,1.94,volcanic,1577,1,564.2
2008,Eastern,Maize,357.9,24.6,60.1,0.62,1.54,clay,1055,0,1064.5
2005,Western,Beans,1670.3,25.0,14.6,4.23,7.08,clay,1271,0,408.1
2019,Rift Valley,Maize,834.7,23.0,8.9,0.39,1.27,volcanic,2703,1,2786.3
2001,North Eastern,Wheat,212.3,28.2,30.4,3.04,6.99,sandy,166,0,217.9
2017,Western,Coffee,1586.9,23.2,53.4,1.08,0.68,loam,1553,0,623.7
2006,Central,Maize,1010.0,15.9,24.6,3.48,0.64,volcanic,2873,1,1915.6
2007,Rift Valley,Maize,1074.9,18.4,4.1,2.43,0.46,volcanic,1521,1,2575.2
2001,Nyanza,Tea,1270.2,27.4,35.1,3.6,1.36,loam,1369,0,3036.6
2017,Central,Beans,1281.8,18.3,13.0,1.82,0.53,volcanic,2411,1,945.6
2011,Central,Beans,1283.4,19.3,39.5,4.42,2.88,volcanic,2156,1,1228.1
2010,Central,Beans,806.0,18.8,15.8,3.6,1.36,loam,1795,1,973.3
2001,Central,Wheat,1203.6,17.9,12.7,3.39,0.2,loam,1507,1,2832.7
2008,Central,Tea,1572.8,12.7,26.0,2.19,3.74,volcanic,1682,1,9107.9
2016,Eastern,Sorghum,564.9,24.1,45.3,0.32,1.46,clay,865,0,919.4
2014,Rift Valley,Wheat,934.7,19.5,35.5,4.73,0.44,loam,2491,1,3249.8
2014,Nyanza,Coffee,1276.8,26.6,63.5,2.71,0.27,clay,1338,1,635.3
2004,Eastern,Tea,568.9,22.6,20.1,0.33,2.15,clay,504,0,1693.0
2002,Western,Wheat,1432.9,21.9,18.8,0.0,1.55,loam,1505,0,1236.5
2000,Western,Wheat,1541.9,22.0,62.8,0.73,1.81,clay,1888,1,1357.2
2003,North Eastern,Maize,358.7,30.4,30.5,0.54,0.72,sandy,274,0,223.2
2004,Western,Maize,1608.4,22.5,17.7,4.3,0.89,loam,1472,0,1371.1
2018,Central,Sorghum,1144.2,18.7,39.0,0.39,1.3,volcanic,2927,1,746.5
2021,Rift Valley,Coffee,1034.3,22.1,57.8,3.64,1.41,loam,2414,1,1235.2
2016,Rift Valley,Wheat,742.3,17.3,0.0,2.06,2.54,loam,2371,1,2713.9
2011,Coast,Tea,1732.4,29.2,78.3,3.74,0.8,loam,85,0,1152.9
2014,Nyanza,Beans,1794.5,21.9,48.1,2.39,1.82,loam,1626,0,570.2
2006,Rift Valley,Coffee,627.1,17.1,56.2,2.85,1.45,loam,2046,1,1155.1
2018,Coast,Coffee,1362.0,28.5,22.0,1.88,1.65,sandy,386,0,143.3
2002,Western,Beans,1172.5,24.1,52.7,0.64,0.28,loam,1383,0,633.5
2018,Western,Sorghum,1902.1,21.0,23.9,5.41,0.98,loam,1548,0,245.8
2015,Nyanza,Coffee,1985.9,21.0,24.8,1.43,1.48,clay,1225,0,515.7
2011,Eastern,Beans,489.3,27.4,71.9,3.47,0.85,clay,921,0,394.5
2002,North Eastern,Wheat,245.5,23.6,25.3,2.03,2.07,clay,588,0,472.4
2003,Western,Sorghum,1719.8,20.3,45.3,2.86,1.18,clay,1211,0,211.9
2004,Coast,Coffee,601.3,26.5,50.5,2.51,2.61,loam,327,0,363.5
2012,Central,Maize,959.2,17.5,52.6,2.05,2.17,loam,1864,1,1548.0
2023,Coast,Sorghum,1423.2,27.4,28.5,3.81,1.93,loam,90,0,458.1
2008,North Eastern,Tea,222.4,28.1,58.9,2.49,2.98,clay,589,0,258.3
2004,Rift Valley,Sorghum,1245.1,19.2,55.1,2.65,0.85,volcanic,2748,1,692.4
2009,Rift Valley,Wheat,833.1,20.1,45.5,4.05,3.33,volcanic,2594,1,4386.8
2006,Western,Beans,1654.3,21.1,16.5,3.2,4.7,clay,1330,1,638.4
2008,Coast,Tea,754.6,28.3,73.0,3.79,0.95,sandy,527,0,618.9
2020,Rift Valley,Beans,764.8,21.6,22.8,4.63,4.21,loam,2271,1,879.2
2014,Western,Tea,1795.5,20.2,39.6,2.13,1.0,clay,1444,0,5747.7
2020,Nyanza,Sorghum,1318.3,25.5,23.9,2.78,0.85,loam,1367,0,736.2
2023,Central,Beans,1529.0,16.5,51.5,2.97,11.65,loam,2393,1,959.7
2009,North Eastern,Beans,320.1,27.1,72.1,4.34,0.45,sandy,168,0,162.8
2020,Central,Wheat,1326.5,16.1,24.6,4.91,1.58,volcanic,1581,1,3499.5
2000,Nyanza,Coffee,1409.9,22.2,37.7,3.23,1.84,loam,1647,0,806.3
2009,Rift Valley,Beans,790.8,16.2,54.5,4.36,0.62,loam,2524,1,1218.1
2020,Western,Maize,1404.7,21.5,72.0,3.7,2.47,clay,1389,0,1426.5
2003,Western,Maize,2036.1,21.9,6.9,3.22,1.68,clay,1436,1,1138.1
2012,Rift Valley,Tea,1105.7,17.2,88.4,2.45,3.23,volcanic,2083,1,13729.6
2011,Western,Wheat,1661.2,21.0,30.6,2.85,0.49,loam,1450,0,1046.5
2023,Rift Valley,Wheat,905.7,19.1,58.8,1.73,1.44,loam,2500,1,3334.8
2017,North Eastern,Beans,229.1,28.3,77.4,1.22,7.45,clay,355,0,213.1
2008,Rift Valley,Wheat,922.7,19.9,36.2,2.34,1.16,loam,2789,1,3573.8
2004,Nyanza,Tea,1481.9,21.0,39.9,1.7,1.06,clay,1202,0,4614.7
2002,Western,Maize,1845.7,19.2,51.7,2.19,1.43,loam,1255,1,1640.2
2003,Nyanza,Tea,1980.8,23.3,38.1,2.2,0.99,clay,1638,0,4502.2
2014,Coast,Coffee,1128.6,29.5,83.9,3.93,1.3,loam,545,0,297.3
2000,Coast,Wheat,487.2,28.8,38.2,4.92,0.7,sandy,552,0,300.4
2022,Rift Valley,Coffee,1149.9,16.9,61.5,4.07,2.47,loam,2496,1,1149.3
2002,North Eastern,Coffee,130.4,28.8,43.8,3.17,0.94,clay,494,0,122.2
2018,Rift Valley,Wheat,1253.6,20.9,2.8,1.35,1.6,loam,2440,1,2333.7
2020,North Eastern,Tea,164.5,23.1,29.0,0.67,0.95,sandy,543,0,250.7
2017,Nyanza,Sorghum,1651.7,21.8,28.8,0.85,1.84,loam,1659,0,359.4
2014,Coast,Sorghum,1177.2,27.6,41.3,1.94,0.48,sandy,227,0,357.4
2021,Central,Sorghum,1260.0,13.7,52.9,4.71,0.71,loam,2634,1,367.5
2017,North Eastern,Maize,346.5,32.4,11.5,5.37,0.86,sandy,297,0,225.5
2023,Eastern,Maize,521.5,19.5,67.3,2.04,0.96,clay,1453,0,1199.7
2021,Rift Valley,Beans,841.1,21.9,70.6,2.38,0.67,loam,2742,1,949.7
2007,Coast,Tea,360.0,32.2,28.5,1.1,1.13,loam,41,1,1223.4
2018,North Eastern,Coffee,236.1,32.5,17.9,2.83,3.17,clay,288,1,100.0
2018,Eastern,Beans,490.0,22.3,68.1,2.8,0.31,clay,971,0,514.6
2021,Western,Tea,1389.2,19.7,45.6,2.23,6.11,clay,1679,0,6048.0
2009,Western,Sorghum,1704.4,22.2,43.6,2.24,2.71,clay,1354,1,286.2
2018,North Eastern,Sorghum,165.4,36.6,16.4,2.83,0.4,clay,297,1,475.0
2016,North Eastern,Tea,223.7,25.4,54.1,2.99,0.62,clay,539,0,351.8
2001,North Eastern,Tea,360.8,27.5,10.0,2.36,1.27,sandy,458,0,194.3
2017,Eastern,Maize,609.9,25.9,30.3,4.86,0.57,clay,595,0,792.1
2009,North Eastern,Sorghum,314.8,27.8,33.1,2.68,0.95,sandy,215,0,684.5
2009,Central,Tea,1058.5,15.9,25.6,0.81,1.31,loam,2760,1,8846.2
2018,Coast,Tea,785.4,29.4,25.4,2.82,1.39,loam,248,0,845.4
2007,Central,Sorghum,910.9,17.7,24.1,4.11,1.58,loam,2194,1,675.4
2011,Western,Tea,1606.8,20.8,32.6,2.15,2.38,clay,1990,0,5404.4
2001,North Eastern,Wheat,274.6,31.1,81.9,0.23,3.04,clay,488,0,338.6
2021,North Eastern,Wheat,346.9,26.6,50.6,4.66,0.24,clay,265,0,410.8
2001,Central,Tea,1559.5,18.3,28.6,3.36,3.6,loam,1680,1,12705.4
2008,Eastern,Coffee,394.1,29.1,44.9,3.59,0.87,clay,519,0,308.1
2016,Nyanza,Tea,1110.3,21.9,30.7,0.28,0.76,loam,1253,0,4318.6
2007,Eastern,Sorghum,619.5,19.9,57.0,0.65,1.99,sandy,807,0,667.5
2019,Rift Valley,Sorghum,887.1,16.6,53.0,2.56,1.52,volcanic,1734,1,807.7
2008,Central,Coffee,724.5,18.4,84.4,3.41,1.17,loam,2792,1,1464.9
2011,Western,Tea,1566.5,20.3,29.0,2.9,0.95,clay,1514,0,5587.4
2002,Western,Sorghum,1771.3,24.8,33.9,4.52,1.18,clay,1763,1,367.1
2008,Eastern,Beans,437.8,24.9,45.8,2.24,2.11,sandy,1246,0,269.0
2020,Eastern,Sorghum,432.6,26.6,44.9,2.49,2.5,clay,1228,0,1160.6
2020,Western,Tea,1702.9,20.1,62.4,3.71,2.67,loam,1726,0,8123.8
2004,Nyanza,Tea,1675.7,22.4,45.3,2.98,0.85,loam,1564,0,6308.4
2015,Rift Valley,Beans,420.8,17.6,30.4,0.0,0.6,volcanic,2288,1,870.0
2020,Coast,Coffee,1095.2,27.3,38.1,1.71,0.47,loam,339,0,314.1
2015,Coast,Coffee,1554.6,25.4,45.5,4.85,2.05,sandy,588,0,233.0
2015,Coast,Wheat,714.4,28.2,45.2,0.64,1.71,loam,181,0,590.2
2008,Central,Tea,1296.6,18.3,49.5,2.65,2.2,loam,2243,1,9315.5
2011,Central,Wheat,1008.1,14.6,29.2,2.23,0.6,volcanic,2192,1,3680.2
2020,North Eastern,Maize,284.5,29.6,35.7,4.22,1.5,clay,408,0,484.6
2004,Coast,Wheat,1004.3,29.8,72.3,3.59,1.27,loam,233,1,873.2
2020,Western,Tea,1661.4,21.5,5.9,2.38,2.4,clay,1590,0,4969.0
2014,Nyanza,Maize,1462.9,22.0,56.1,1.04,1.88,clay,1555,0,1535.8
2002,Coast,Coffee,1033.1,30.2,21.3,0.51,0.55,sandy,435,0,108.3
2017,Rift Valley,Maize,938.7,21.6,38.5,2.22,2.04,loam,2384,1,2446.9
2007,Western,Beans,1538.7,20.5,22.2,1.28,1.28,loam,1446,0,697.8
2012,Coast,Tea,1234.6,27.9,39.7,0.84,1.09,loam,270,0,980.4
2020,North Eastern,Tea,243.5,31.0,49.1,0.0,2.76,clay,405,0,259.8
2018,Central,Maize,1200.1,17.6,37.9,0.41,1.93,loam,1763,1,1698.4
2009,North Eastern,Tea,200.4,30.7,16.3,2.12,2.77,clay,563,1,296.8
2023,Coast,Coffee,1749.2,28.1,27.2,6.74,0.54,sandy,215,1,220.9
2009,Central,Beans,1307.1,19.4,4.4,4.1,7.8,volcanic,1982,1,1112.2
2020,North Eastern,Sorghum,418.9,30.6,27.0,1.77,1.08,clay,539,1,931.8
2003,Rift Valley,Coffee,679.4,18.1,50.7,1.98,0.42,volcanic,1533,1,1281.1
2002,Coast,Tea,933.2,24.6,49.6,0.34,1.49,loam,58,0,1516.5
2005,Coast,Tea,1218.9,26.1,40.9,3.53,0.32,sandy,188,0,975.2
2004,Nyanza,Tea,1269.5,20.4,44.4,1.79,0.75,loam,1568,1,6971.8
2008,Eastern,Maize,193.2,26.0,59.7,0.12,1.53,sandy,613,0,611.1
2021,Western,Tea,1980.0,17.7,55.2,1.24,3.53,clay,1483,1,8329.0
2017,Western,Maize,1506.7,21.0,36.6,4.96,1.19,loam,1687,0,1775.5
2002,Central,Sorghum,1217.0,11.0,36.3,0.05,3.14,volcanic,2671,1,383.4
2017,Coast,Coffee,1166.8,24.2,31.3,5.08,0.79,loam,355,0,394.6
2009,Eastern,Coffee,509.5,19.4,71.9,2.66,3.68,clay,1123,0,511.8
2009,Coast,Maize,797.9,29.9,0.0,2.28,0.5,sandy,358,0,351.7
2019,Rift Valley,Sorghum,706.9,22.3,28.4,0.74,1.18,volcanic,2133,1,1391.4
2002,Rift Valley,Coffee,708.2,16.3,8.3,3.12,1.16,volcanic,2675,1,1089.4
2000,Rift Valley,Coffee,780.6,14.2,31.8,3.87,1.97,volcanic,2290,1,1097.0
2005,Coast,Sorghum,426.1,31.6,49.7,2.44,2.55,sandy,362,0,318.0
2010,Eastern,Coffee,699.4,21.7,11.6,4.75,1.08,clay,1111,0,411.2
2000,Coast,Beans,1097.3,26.9,56.8,0.46,0.72,loam,543,0,347.3
2002,Rift Valley,Coffee,1040.1,17.5,50.1,2.91,1.3,loam,1960,1,1093.5
2013,Nyanza,Tea,1926.0,22.3,23.2,3.53,0.99,clay,1395,0,3857.5
2017,Central,Sorghum,1489.3,16.1,31.4,0.55,1.0,volcanic,2856,1,366.2
2009,North Eastern,Maize,260.0,31.6,57.5,3.99,1.84,clay,270,0,348.3
2007,Rift Valley,Maize,450.9,19.4,78.4,1.97,1.15,loam,2713,1,2585.2
2006,Coast,Sorghum,1361.0,26.9,45.6,2.73,0.64,sandy,399,0,351.6
2008,Coast,Beans,1125.6,28.4,14.6,1.93,2.53,loam,368,0,297.2
2017,Coast,Maize,1215.8,31.6,38.3,3.47,0.9,sandy,3,0,463.0
2008,Central,Maize,811.6,17.0,8.2,1.5,0.72,loam,1955,1,1435.5
2012,Coast,Coffee,293.3,31.1,61.7,3.17,5.13,sandy,340,1,149.5
2000,Central,Sorghum,1153.8,18.4,77.0,4.19,1.12,loam,2188,1,642.9
2011,Coast,Maize,1335.7,30.5,36.6,4.15,1.73,sandy,488,1,523.3
2012,Western,Wheat,1544.4,26.1,26.5,1.9,5.44,loam,1856,0,804.9
2014,North Eastern,Beans,337.2,29.3,54.1,3.67,4.16,sandy,417,0,151.9
2018,Eastern,Wheat,669.7,22.3,40.2,2.36,0.55,sandy,1172,0,590.9
2011,Central,Tea,1235.1,16.7,56.2,4.35,0.46,loam,1862,1,13105.3
2021,Western,Beans,1700.8,18.3,34.0,0.27,3.3,loam,1378,0,557.9
2001,North Eastern,Sorghum,204.9,28.4,34.4,4.08,0.6,clay,154,1,1123.6
2005,Central,Coffee,989.2,17.9,6.0,1.66,1.07,volcanic,1939,1,1401.5
2016,North Eastern,Sorghum,199.4,30.1,28.7,0.26,3.25,sandy,203,0,448.1
2011,Western,Coffee,1962.2,21.4,35.2,4.7,1.92,clay,1840,0,668.1
2019,Western,Beans,1417.9,23.5,21.6,3.78,1.56,loam,1821,0,629.8
2022,Coast,Wheat,922.8,30.2,37.4,1.22,0.79,loam,418,0,417.4
2004,Western,Coffee,1461.9,23.3,44.1,0.23,3.99,clay,1305,0,636.2
2019,Eastern,Wheat,788.4,28.2,27.6,0.0,1.16,clay,1078,0,505.4
2017,Eastern,Beans,704.3,25.5,45.0,2.62,1.79,clay,1169,0,423.1
2021,North Eastern,Sorghum,202.1,32.1,13.9,0.1,0.87,clay,409,0,580.7
2010,Coast,Maize,1541.3,27.5,32.6,3.42,1.98,loam,173,0,834.4
2003,Rift Valley,Sorghum,985.8,20.4,43.5,1.95,0.76,volcanic,2392,1,1093.9
2000,Nyanza,Wheat,1381.2,24.9,20.3,3.26,0.93,clay,1508,0,878.8
2007,Coast,Tea,953.2,26.9,43.2,3.25,2.95,sandy,51,0,842.2
2010,Western,Coffee,1348.0,20.5,50.2,3.91,0.87,clay,1315,0,634.0
2012,Eastern,Sorghum,471.7,29.8,15.1,0.92,1.06,sandy,803,1,669.4
2020,Eastern,Wheat,496.0,20.0,31.7,2.89,0.69,sandy,553,1,841.0
2017,Western,Tea,1751.0,21.2,38.6,2.64,1.46,loam,1982,1,9219.9
2023,Western,Coffee,1358.6,21.7,45.2,2.07,1.1,clay,1431,1,787.3
2005,Nyanza,Maize,1309.3,24.7,43.7,3.41,1.15,clay,1706,0,1353.5
2018,North Eastern,Maize,256.2,33.9,46.4,2.79,0.55,sandy,266,0,208.8
2014,North Eastern,Wheat,363.2,26.9,35.4,1.09,1.03,clay,229,1,505.4
2009,Rift Valley,Tea,745.7,18.0,19.1,2.19,1.02,loam,2614,1,11358.2
2018,Eastern,Wheat,391.6,23.2,46.2,5.6,0.51,sandy,1138,0,793.2
2001,Eastern,Sorghum,553.0,26.7,26.6,3.0,0.45,clay,1410,0,1131.0
2002,Rift Valley,Wheat,745.4,18.5,30.3,2.62,6.82,volcanic,2176,1,3430.7
2011,Western,Maize,2019.5,22.2,34.1,1.9,0.47,clay,1369,1,1178.4
2012,Western,Beans,2168.5,23.9,9.0,4.76,3.11,clay,1482,0,263.3
2021,Western,Maize,1516.3,18.4,28.7,1.6,0.85,loam,1315,0,1208.1
2002,Eastern,Sorghum,403.3,22.2,0.4,5.54,2.47,clay,529,0,897.6
2016,Rift Valley,Maize,929.5,17.6,52.3,3.26,2.38,loam,1546,1,2199.2
2003,Coast,Tea,1466.3,30.7,54.7,4.63,1.4,sandy,600,0,692.9
2013,North Eastern,Tea,221.0,30.5,49.2,2.79,0.66,sandy,433,1,227.2
2001,Western,Coffee,1431.9,22.4,5.2,1.68,0.63,loam,1662,0,628.2
2001,Coast,Wheat,764.2,25.2,46.1,3.58,1.15,sandy,476,0,576.1
2004,Western,Beans,1284.3,19.5,42.1,1.75,1.06,loam,1406,0,920.5
2020,North Eastern,Tea,269.1,27.7,31.1,2.09,4.17,sandy,256,0,202.8
2012,Central,Coffee,1248.0,19.5,55.8,3.95,1.7,loam,2147,1,1260.3
2006,Eastern,Beans,464.2,25.0,58.7,2.17,2.85,clay,815,0,520.9
2002,Central,Beans,955.6,18.4,35.2,1.94,2.22,loam,1539,1,1133.8
2016,Eastern,Maize,500.3,22.2,18.3,1.26,10.64,clay,1040,0,1066.8
2001,North Eastern,Tea,241.2,30.4,18.5,3.0,0.98,clay,326,0,258.1
2006,Western,Maize,1510.9,22.7,41.1,3.64,0.47,clay,1511,0,1719.7
2021,Western,Tea,1437.0,22.1,22.8,1.92,2.73,clay,1295,0,4378.8
2013,Nyanza,Tea,1073.1,20.1,42.1,1.69,2.57,loam,1784,1,8177.1
2001,Rift Valley,Wheat,969.7,17.2,30.2,4.11,1.91,loam,2237,1,4339.0
2007,Rift Valley,Coffee,808.5,21.1,17.8,2.98,0.46,volcanic,2455,1,1291.5
2005,North Eastern,Beans,274.2,33.0,47.2,1.53,1.74,clay,331,0,152.3
2009,Nyanza,Beans,1522.9,22.5,53.5,5.35,1.23,loam,1232,0,720.2
2002,Nyanza,Wheat,1435.0,20.4,57.6,0.35,1.7,clay,1549,0,1201.0
2023,Coast,Wheat,1176.9,22.7,67.3,1.39,2.18,sandy,532,0,568.5
2023,Coast,Sorghum,1485.1,26.5,62.9,2.78,1.61,loam,74,1,494.4
2020,Western,Tea,1378.0,24.1,3.4,4.93,1.06,loam,1344,0,4666.6
2004,Rift Valley,Sorghum,766.4,14.6,49.4,3.98,1.84,loam,1773,1,640.4
2013,Rift Valley,Maize,771.2,21.2,47.8,4.19,0.63,loam,2534,1,2965.1
2012,Western,Beans,1502.6,24.7,39.3,1.14,2.0,loam,1253,0,544.8
2018,North Eastern,Wheat,280.8,25.8,72.8,1.74,1.96,clay,215,0,399.7
2014,Coast,Sorghum,1209.8,24.8,34.4,2.31,1.88,loam,187,0,489.6
2007,Western,Sorghum,1342.5,22.1,18.5,2.62,0.96,clay,1337,0,529.0
2016,Eastern,Coffee,363.7,20.6,18.1,2.4,1.83,clay,1228,0,430.5
2012,Western,Maize,1915.9,20.3,50.9,2.8,1.62,clay,1835,0,1326.8
2020,Nyanza,Tea,1720.6,22.8,53.7,0.88,3.54,loam,1192,0,6182.4
2003,Western,Wheat,1198.1,20.5,24.6,1.09,2.41,loam,1953,0,1473.9
2011,Coast,Wheat,454.6,29.5,38.1,3.13,0.74,loam,351,0,622.3
2014,Western,Maize,1710.1,21.0,19.0,3.77,1.26,loam,1732,1,1764.5
2008,Nyanza,Wheat,1623.6,23.2,36.7,1.19,1.42,loam,1696,0,1214.4
2011,Eastern,Maize,725.9,22.6,21.1,2.75,0.53,sandy,1044,0,663.4
2008,Nyanza,Coffee,908.5,22.5,64.2,1.74,0.94,loam,1786,1,1132.2
2007,Central,Wheat,1435.0,21.2,11.4,0.0,1.14,loam,1736,1,1694.8
2020,Western,Maize,1361.3,18.9,15.6,3.8,1.08,loam,1672,0,1340.3
2012,North Eastern,Coffee,288.1,34.6,15.2,0.3,1.51,clay,382,1,100.0
2002,Rift Valley,Maize,975.9,17.3,36.4,3.92,0.51,volcanic,1676,1,1936.7
2012,Rift Valley,Tea,1473.0,17.2,96.5,1.97,0.89,volcanic,1513,1,15794.5
2008,Nyanza,Wheat,1231.0,21.6,47.7,4.18,1.23,clay,1447,0,1497.6
2012,North Eastern,Coffee,307.1,27.2,44.3,0.96,2.92,clay,222,0,144.2
2012,Coast,Coffee,1317.9,26.9,60.8,3.65,4.52,loam,123,0,361.4
2014,Central,Maize,1365.4,19.5,50.5,3.89,0.45,volcanic,2234,1,2268.2
2015,Coast,Sorghum,1006.1,25.1,4.6,3.05,1.03,loam,9,0,714.9
2021,Coast,Beans,861.9,27.9,45.5,1.6,2.85,loam,239,0,341.2
2011,Eastern,Beans,348.2,21.4,67.5,4.03,1.05,clay,1282,0,654.5
2001,Eastern,Beans,609.6,21.8,34.4,0.4,1.25,sandy,1286,0,365.8
2018,Eastern,Coffee,569.8,25.1,39.7,1.63,0.34,clay,666,0,317.0
2018,Rift Valley,Maize,1230.7,20.2,44.8,3.23,0.67,loam,2503,1,2691.7
2004,Central,Wheat,1383.6,16.4,26.9,0.88,1.74,volcanic,2134,1,2675.2
2001,Central,Beans,1110.7,17.4,61.5,0.96,1.48,volcanic,2090,1,1180.9
2002,Nyanza,Sorghum,1309.3,17.8,32.8,2.4,0.67,clay,1701,1,517.4
2011,Rift Valley,Sorghum,976.2,21.7,45.3,1.53,2.51,volcanic,2389,1,993.6
2018,Rift Valley,Wheat,964.9,15.4,0.0,3.77,1.34,volcanic,1953,1,3566.6
2014,Western,Maize,1826.2,21.5,68.7,1.44,0.65,clay,1863,0,1323.7
2020,Rift Valley,Wheat,1414.4,14.5,52.2,1.66,0.9,loam,2399,1,2383.4
